,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
136,Question paper - Unit 1 (WBS11) - October 2019.pdf,5,"Assess the advantages for a company, such as Coca-Cola , of using face-to-face surveys when collecting market data.",10,meeting customer needs,115,"['Assess', 'the', 'advantages', 'for', 'a', 'company,', 'such', 'as', 'Coca-Cola', ',', 'of', 'using', 'face-to-face', 'surveys', 'when', 'collecting', 'market', 'data.']","assess advantages company, coca-cola , using face-to-face surveys collecting market data.",89,2019,0,"['assess', 'advantages', 'company', ',', 'coca-cola', ',', 'using', 'face-to-face', 'surveys', 'collecting', 'market', 'data', '.']","['assess', 'advantages', 'company', 'coca-cola', 'using', 'face-to-face', 'surveys', 'collecting', 'market', 'data']","['assess', 'advantage', 'company', 'coca-cola', 'use', 'face-to-face', 'survey', 'collect', 'market', 'data']",assess advantages company coca-cola using face-to-face surveys collecting market data
137,Question paper - Unit 1 (WBS11) - October 2019.pdf,7,Define the term ‘competitive pricing’ .,2,marketing mix and strategy,39,"['Define', 'the', 'term', '‘competitive', 'pricing’', '.']",define term ‘competitive pricing’ .,35,2019,0,"['define', 'term', '‘', 'competitive', 'pricing', '’', '.']","['define', 'term', 'competitive', 'pricing']","['define', 'term', 'competitive', 'price']",define term competitive pricing
138,Question paper - Unit 1 (WBS11) - October 2019.pdf,7,Explain one reason why product may be considered the most important element of the marketing mix for Emirates .,4,marketing mix and strategy,111,"['Explain', 'one', 'reason', 'why', 'product', 'may', 'be', 'considered', 'the', 'most', 'important', 'element', 'of', 'the', 'marketing', 'mix', 'for', 'Emirates', '.']",explain one reason product may considered important element marketing mix emirates .,84,2019,0,"['explain', 'one', 'reason', 'product', 'may', 'considered', 'important', 'element', 'marketing', 'mix', 'emirates', '.']","['explain', 'one', 'reason', 'product', 'may', 'considered', 'important', 'element', 'marketing', 'mix', 'emirates']","['explain', 'one', 'reason', 'product', 'may', 'consider', 'important', 'element', 'market', 'mix', 'emirate']",explain one reason product may considered important element marketing mix emirates
139,Question paper - Unit 1 (WBS11) - October 2019.pdf,8,"Analyse two benefits for a company, such as Emirates, of using social media.",6,marketing mix and strategy,76,"['Analyse', 'two', 'benefits', 'for', 'a', 'company,', 'such', 'as', 'Emirates,', 'of', 'using', 'social', 'media.']","analyse two benefits company, emirates, using social media.",59,2019,0,"['analyse', 'two', 'benefits', 'company', ',', 'emirates', ',', 'using', 'social', 'media', '.']","['analyse', 'two', 'benefits', 'company', 'emirates', 'using', 'social', 'media']","['analyse', 'two', 'benefit', 'company', 'emirate', 'use', 'social', 'medium']",analyse two benefits company emirates using social media
140,Question paper - Unit 1 (WBS11) - October 2019.pdf,9,Discuss how competition in the airline market may affect customers.,8,meeting customer needs,67,"['Discuss', 'how', 'competition', 'in', 'the', 'airline', 'market', 'may', 'affect', 'customers.']",discuss competition airline market may affect customers.,56,2019,0,"['discuss', 'competition', 'airline', 'market', 'may', 'affect', 'customers', '.']","['discuss', 'competition', 'airline', 'market', 'may', 'affect', 'customers']","['discus', 'competition', 'airline', 'market', 'may', 'affect', 'customer']",discuss competition airline market may affect customers
141,Question paper - Unit 1 (WBS11) - October 2019.pdf,10,Assess the extent to which market mapping may have been useful to Emirates in growing its business.,10,marketing mix and strategy,99,"['Assess', 'the', 'extent', 'to', 'which', 'market', 'mapping', 'may', 'have', 'been', 'useful', 'to', 'Emirates', 'in', 'growing', 'its', 'business.']",assess extent market mapping may useful emirates growing business.,66,2019,0,"['assess', 'extent', 'market', 'mapping', 'may', 'useful', 'emirates', 'growing', 'business', '.']","['assess', 'extent', 'market', 'mapping', 'may', 'useful', 'emirates', 'growing', 'business']","['assess', 'extent', 'market', 'map', 'may', 'useful', 'emirate', 'grow', 'business']",assess extent market mapping may useful emirates growing business
142,Question paper - A Level Paper 1 - June 2019.pdf,5,"Using the data from Extract A, calculate, to 2 decimal places, the difference between percentage growth in 2010 to 2011 and that in 2019 to 2020. You are advised to show your working.",4,meeting customer needs,183,"['Using', 'the', 'data', 'from', 'Extract', 'A,', 'calculate,', 'to', '2', 'decimal', 'places,', 'the', 'difference', 'between', 'percentage', 'growth', 'in', '2010', 'to', '2011', 'and', 'that', 'in', '2019', 'to', '2020.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract a, calculate, 2 decimal places, difference percentage growth 2010 2011 2019 2020. you advised show working.",126,2019,0,"['using', 'data', 'extract', 'a', ',', 'calculate', ',', '2', 'decimal', 'places', ',', 'difference', 'percentage', 'growth', '2010', '2011', '2019', '2020.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'places', 'difference', 'percentage', 'growth', '2010', '2011', '2019', '2020.', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'place', 'difference', 'percentage', 'growth', '2010', '2011', '2019', '2020.', 'you', 'advise', 'show', 'work']",using data extract a calculate 2 decimal places difference percentage growth 2010 2011 2019 2020. you advised show working
143,Question paper - A Level Paper 1 - June 2019.pdf,6,"Using the data from Extract A and your knowledge of the product life cycle, explain one way in which the marketing of music streaming might be different in 2010 compared to 2019.",4,meeting customer needs,178,"['Using', 'the', 'data', 'from', 'Extract', 'A', 'and', 'your', 'knowledge', 'of', 'the', 'product', 'life', 'cycle,', 'explain', 'one', 'way', 'in', 'which', 'the', 'marketing', 'of', 'music', 'streaming', 'might', 'be', 'different', 'in', '2010', 'compared', 'to', '2019.']","using data extract knowledge product life cycle, explain one way marketing music streaming might different 2010 compared 2019.",126,2019,0,"['using', 'data', 'extract', 'knowledge', 'product', 'life', 'cycle', ',', 'explain', 'one', 'way', 'marketing', 'music', 'streaming', 'might', 'different', '2010', 'compared', '2019', '.']","['using', 'data', 'extract', 'knowledge', 'product', 'life', 'cycle', 'explain', 'one', 'way', 'marketing', 'music', 'streaming', 'might', 'different', '2010', 'compared', '2019']","['use', 'data', 'extract', 'knowledge', 'product', 'life', 'cycle', 'explain', 'one', 'way', 'market', 'music', 'stream', 'might', 'different', '2010', 'compare', '2019']",using data extract knowledge product life cycle explain one way marketing music streaming might different 2010 compared 2019
145,Question paper - A Level Paper 1 - June 2019.pdf,9,"Assess the consequences to a business, such as Spotify, of operating in a dynamic market.",12,meeting customer needs,89,"['Assess', 'the', 'consequences', 'to', 'a', 'business,', 'such', 'as', 'Spotify,', 'of', 'operating', 'in', 'a', 'dynamic', 'market.']","assess consequences business, spotify, operating dynamic market.",64,2019,0,"['assess', 'consequences', 'business', ',', 'spotify', ',', 'operating', 'dynamic', 'market', '.']","['assess', 'consequences', 'business', 'spotify', 'operating', 'dynamic', 'market']","['assess', 'consequence', 'business', 'spotify', 'operate', 'dynamic', 'market']",assess consequences business spotify operating dynamic market
146,Question paper - A Level Paper 1 - June 2019.pdf,11,Evaluate these two options and recommend which one is most suitable for Spotify to extend the product life cycle of its music streaming business.,20,marketing mix and strategy,145,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'one', 'is', 'most', 'suitable', 'for', 'Spotify', 'to', 'extend', 'the', 'product', 'life', 'cycle', 'of', 'its', 'music', 'streaming', 'business.']",evaluate two options recommend one suitable spotify extend product life cycle music streaming business.,103,2019,0,"['evaluate', 'two', 'options', 'recommend', 'one', 'suitable', 'spotify', 'extend', 'product', 'life', 'cycle', 'music', 'streaming', 'business', '.']","['evaluate', 'two', 'options', 'recommend', 'one', 'suitable', 'spotify', 'extend', 'product', 'life', 'cycle', 'music', 'streaming', 'business']","['evaluate', 'two', 'option', 'recommend', 'one', 'suitable', 'spotify', 'extend', 'product', 'life', 'cycle', 'music', 'stream', 'business']",evaluate two options recommend one suitable spotify extend product life cycle music streaming business
147,Question paper - A Level Paper 1 - June 2019.pdf,16,"Explain one limitation of secondary market research data, such as that presented in Extract D.",4,meeting customer needs,94,"['Explain', 'one', 'limitation', 'of', 'secondary', 'market', 'research', 'data,', 'such', 'as', 'that', 'presented', 'in', 'Extract', 'D.']","explain one limitation secondary market research data, presented extract d.",75,2019,0,"['explain', 'one', 'limitation', 'secondary', 'market', 'research', 'data', ',', 'presented', 'extract', 'd', '.']","['explain', 'one', 'limitation', 'secondary', 'market', 'research', 'data', 'presented', 'extract', 'd']","['explain', 'one', 'limitation', 'secondary', 'market', 'research', 'data', 'present', 'extract', 'd']",explain one limitation secondary market research data presented extract d
148,Question paper - A Level Paper 1 - June 2019.pdf,17,"Using the data in Extract E, draw a demand and supply diagram to show the likely effects of the estimated change in population for the 40–59 age group on the USA coffee market.",4,the market,176,"['Using', 'the', 'data', 'in', 'Extract', 'E,', 'draw', 'a', 'demand', 'and', 'supply', 'diagram', 'to', 'show', 'the', 'likely', 'effects', 'of', 'the', 'estimated', 'change', 'in', 'population', 'for', 'the', '40–59', 'age', 'group', 'on', 'the', 'USA', 'coffee', 'market.']","using data extract e, draw demand supply diagram show likely effects estimated change population 40–59 age group usa coffee market.",131,2019,0,"['using', 'data', 'extract', 'e', ',', 'draw', 'demand', 'supply', 'diagram', 'show', 'likely', 'effects', 'estimated', 'change', 'population', '40–59', 'age', 'group', 'usa', 'coffee', 'market', '.']","['using', 'data', 'extract', 'e', 'draw', 'demand', 'supply', 'diagram', 'show', 'likely', 'effects', 'estimated', 'change', 'population', '40–59', 'age', 'group', 'usa', 'coffee', 'market']","['use', 'data', 'extract', 'e', 'draw', 'demand', 'supply', 'diagram', 'show', 'likely', 'effect', 'estimate', 'change', 'population', '40–59', 'age', 'group', 'usa', 'coffee', 'market']",using data extract e draw demand supply diagram show likely effects estimated change population 40–59 age group usa coffee market
150,Question paper - A Level Paper 1 - June 2019.pdf,20,"Assess the likely importance to a business, such as Lavazza, of adapting its marketing mix to global markets.",12,marketing mix and strategy,109,"['Assess', 'the', 'likely', 'importance', 'to', 'a', 'business,', 'such', 'as', 'Lavazza,', 'of', 'adapting', 'its', 'marketing', 'mix', 'to', 'global', 'markets.']","assess likely importance business, lavazza, adapting marketing mix global markets.",82,2019,0,"['assess', 'likely', 'importance', 'business', ',', 'lavazza', ',', 'adapting', 'marketing', 'mix', 'global', 'markets', '.']","['assess', 'likely', 'importance', 'business', 'lavazza', 'adapting', 'marketing', 'mix', 'global', 'markets']","['assess', 'likely', 'importance', 'business', 'lavazza', 'adapt', 'market', 'mix', 'global', 'market']",assess likely importance business lavazza adapting marketing mix global markets
151,Question paper - A Level Paper 1 - June 2019.pdf,22,Evaluate these two options and recommend which one is the most suitable for Starbucks to improve its employer-employee relations.,20,managing people,129,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'one', 'is', 'the', 'most', 'suitable', 'for', 'Starbucks', 'to', 'improve', 'its', 'employer-employee', 'relations.']",evaluate two options recommend one suitable starbucks improve employer-employee relations.,90,2019,0,"['evaluate', 'two', 'options', 'recommend', 'one', 'suitable', 'starbucks', 'improve', 'employer-employee', 'relations', '.']","['evaluate', 'two', 'options', 'recommend', 'one', 'suitable', 'starbucks', 'improve', 'employer-employee', 'relations']","['evaluate', 'two', 'option', 'recommend', 'one', 'suitable', 'starbucks', 'improve', 'employer-employee', 'relation']",evaluate two options recommend one suitable starbucks improve employer-employee relations
152,Question paper - AS Paper 1 - June 2022.pdf,3,What is meant by market size?,2,meeting customer needs,29,"['What', 'is', 'meant', 'by', 'market', 'size?']",what meant market size?,23,2022,1,"['what', 'meant', 'market', 'size', '?']","['what', 'meant', 'market', 'size']","['what', 'mean', 'market', 'size']",what meant market size
153,Question paper - AS Paper 1 - June 2022.pdf,3,What is meant by differentiation?,2,meeting customer needs,33,"['What', 'is', 'meant', 'by', 'differentiation?']",what meant differentiation?,27,2022,1,"['what', 'meant', 'differentiation', '?']","['what', 'meant', 'differentiation']","['what', 'mean', 'differentiation']",what meant differentiation
154,Question paper - AS Paper 1 - June 2022.pdf,4,"Using the data in Extract A, calculate, to 2 decimal places, the percentage market growth for sportswear from 2019 to 2022. You are advised to show your working.",4,meeting customer needs,161,"['Using', 'the', 'data', 'in', 'Extract', 'A,', 'calculate,', 'to', '2', 'decimal', 'places,', 'the', 'percentage', 'market', 'growth', 'for', 'sportswear', 'from', '2019', 'to', '2022.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract a, calculate, 2 decimal places, percentage market growth sportswear 2019 2022. you advised show working.",123,2022,0,"['using', 'data', 'extract', 'a', ',', 'calculate', ',', '2', 'decimal', 'places', ',', 'percentage', 'market', 'growth', 'sportswear', '2019', '2022.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'places', 'percentage', 'market', 'growth', 'sportswear', '2019', '2022.', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'a', 'calculate', '2', 'decimal', 'place', 'percentage', 'market', 'growth', 'sportswear', '2019', '2022.', 'you', 'advise', 'show', 'work']",using data extract a calculate 2 decimal places percentage market growth sportswear 2019 2022. you advised show working
155,Question paper - AS Paper 1 - June 2022.pdf,5,Explain how being more sustainable could increase Sundried’s added value.,4,meeting customer needs,73,"['Explain', 'how', 'being', 'more', 'sustainable', 'could', 'increase', 'Sundried’s', 'added', 'value.']",explain sustainable could increase sundried’s added value.,58,2022,0,"['explain', 'sustainable', 'could', 'increase', 'sundried', '’', 's', 'added', 'value', '.']","['explain', 'sustainable', 'could', 'increase', 'sundried', 's', 'added', 'value']","['explain', 'sustainable', 'could', 'increase', 'sundried', 's', 'add', 'value']",explain sustainable could increase sundried s added value
156,Question paper - AS Paper 1 - June 2022.pdf,6,Assess two pricing strategies that may be suitable for Sundried to use.,8,marketing mix and strategy,71,"['Assess', 'two', 'pricing', 'strategies', 'that', 'may', 'be', 'suitable', 'for', 'Sundried', 'to', 'use.']",assess two pricing strategies may suitable sundried use.,56,2022,0,"['assess', 'two', 'pricing', 'strategies', 'may', 'suitable', 'sundried', 'use', '.']","['assess', 'two', 'pricing', 'strategies', 'may', 'suitable', 'sundried', 'use']","['assess', 'two', 'price', 'strategy', 'may', 'suitable', 'sundried', 'use']",assess two pricing strategies may suitable sundried use
157,Question paper - AS Paper 1 - June 2022.pdf,8,Assess the importance of having a strong brand to the success of a sportswear company.,10,marketing mix and strategy,86,"['Assess', 'the', 'importance', 'of', 'having', 'a', 'strong', 'brand', 'to', 'the', 'success', 'of', 'a', 'sportswear', 'company.']",assess importance strong brand success sportswear company.,58,2022,0,"['assess', 'importance', 'strong', 'brand', 'success', 'sportswear', 'company', '.']","['assess', 'importance', 'strong', 'brand', 'success', 'sportswear', 'company']","['assess', 'importance', 'strong', 'brand', 'success', 'sportswear', 'company']",assess importance strong brand success sportswear company
158,Question paper - AS Paper 1 - June 2022.pdf,11,What is meant by flexible working?,2,managing people,34,"['What', 'is', 'meant', 'by', 'flexible', 'working?']",what meant flexible working?,28,2022,1,"['what', 'meant', 'flexible', 'working', '?']","['what', 'meant', 'flexible', 'working']","['what', 'mean', 'flexible', 'work']",what meant flexible working
159,Question paper - AS Paper 1 - June 2022.pdf,11,What is meant by bonus?,2,managing people,23,"['What', 'is', 'meant', 'by', 'bonus?']",what meant bonus?,17,2022,1,"['what', 'meant', 'bonus', '?']","['what', 'meant', 'bonus']","['what', 'mean', 'bonus']",what meant bonus
160,Question paper - AS Paper 1 - June 2022.pdf,12,Explain one way Admiral might benefit from using Taylor’s scientific management theory.,4,managing people,87,"['Explain', 'one', 'way', 'Admiral', 'might', 'benefit', 'from', 'using', 'Taylor’s', 'scientific', 'management', 'theory.']",explain one way admiral might benefit using taylor’s scientific management theory.,82,2022,0,"['explain', 'one', 'way', 'admiral', 'might', 'benefit', 'using', 'taylor', '’', 's', 'scientific', 'management', 'theory', '.']","['explain', 'one', 'way', 'admiral', 'might', 'benefit', 'using', 'taylor', 's', 'scientific', 'management', 'theory']","['explain', 'one', 'way', 'admiral', 'might', 'benefit', 'use', 'taylor', 's', 'scientific', 'management', 'theory']",explain one way admiral might benefit using taylor s scientific management theory
161,Question paper - AS Paper 1 - June 2022.pdf,13,Explain how Admiral’s approach of having open and honest communication could improve employer/employee relations.,4,managing people,113,"['Explain', 'how', 'Admiral’s', 'approach', 'of', 'having', 'open', 'and', 'honest', 'communication', 'could', 'improve', 'employer/employee', 'relations.']",explain admiral’s approach open honest communication could improve employer/employee relations.,95,2022,0,"['explain', 'admiral', '’', 's', 'approach', 'open', 'honest', 'communication', 'could', 'improve', 'employer/employee', 'relations', '.']","['explain', 'admiral', 's', 'approach', 'open', 'honest', 'communication', 'could', 'improve', 'employer/employee', 'relations']","['explain', 'admiral', 's', 'approach', 'open', 'honest', 'communication', 'could', 'improve', 'employer/employee', 'relation']",explain admiral s approach open honest communication could improve employer/employee relations
162,Question paper - AS Paper 1 - June 2022.pdf,14,Assess two benefits to Admiral of using non-financial techniques to improve employee performance.,8,managing people,97,"['Assess', 'two', 'benefits', 'to', 'Admiral', 'of', 'using', 'non-financial', 'techniques', 'to', 'improve', 'employee', 'performance.']",assess two benefits admiral using non-financial techniques improve employee performance.,88,2022,0,"['assess', 'two', 'benefits', 'admiral', 'using', 'non-financial', 'techniques', 'improve', 'employee', 'performance', '.']","['assess', 'two', 'benefits', 'admiral', 'using', 'non-financial', 'techniques', 'improve', 'employee', 'performance']","['assess', 'two', 'benefit', 'admiral', 'use', 'non-financial', 'technique', 'improve', 'employee', 'performance']",assess two benefits admiral using non-financial techniques improve employee performance
163,Question paper - AS Paper 1 - June 2022.pdf,16,Assess the likely benefit of internal recruitment to Admiral.,10,managing people,61,"['Assess', 'the', 'likely', 'benefit', 'of', 'internal', 'recruitment', 'to', 'Admiral.']",assess likely benefit internal recruitment admiral.,51,2022,0,"['assess', 'likely', 'benefit', 'internal', 'recruitment', 'admiral', '.']","['assess', 'likely', 'benefit', 'internal', 'recruitment', 'admiral']","['assess', 'likely', 'benefit', 'internal', 'recruitment', 'admiral']",assess likely benefit internal recruitment admiral
164,Question paper - AS Paper 1 - June 2023.pdf,3,What is meant by innovation?,2,meeting customer needs,28,"['What', 'is', 'meant', 'by', 'innovation?']",what meant innovation?,22,2023,1,"['what', 'meant', 'innovation', '?']","['what', 'meant', 'innovation']","['what', 'mean', 'innovation']",what meant innovation
165,Question paper - AS Paper 1 - June 2023.pdf,3,What is meant by viral marketing?,2,marketing mix and strategy,33,"['What', 'is', 'meant', 'by', 'viral', 'marketing?']",what meant viral marketing?,27,2023,1,"['what', 'meant', 'viral', 'marketing', '?']","['what', 'meant', 'viral', 'marketing']","['what', 'mean', 'viral', 'market']",what meant viral marketing
166,Question paper - AS Paper 1 - June 2023.pdf,4,Explain why resilience was an important entrepreneurial characteristic for the founders of Mous.,4,entrepreneurs and leaders,96,"['Explain', 'why', 'resilience', 'was', 'an', 'important', 'entrepreneurial', 'characteristic', 'for', 'the', 'founders', 'of', 'Mous.']",explain resilience important entrepreneurial characteristic founders mous.,74,2023,0,"['explain', 'resilience', 'important', 'entrepreneurial', 'characteristic', 'founders', 'mous', '.']","['explain', 'resilience', 'important', 'entrepreneurial', 'characteristic', 'founders', 'mous']","['explain', 'resilience', 'important', 'entrepreneurial', 'characteristic', 'founder', 'mous']",explain resilience important entrepreneurial characteristic founders mous
167,Question paper - AS Paper 1 - June 2023.pdf,5,Explain how the unique selling poin t of Mous could help build its brand.,4,marketing mix and strategy,73,"['Explain', 'how', 'the', 'unique', 'selling', 'poin', 't', 'of', 'Mous', 'could', 'help', 'build', 'its', 'brand.']",explain unique selling poin mous could help build brand.,56,2023,0,"['explain', 'unique', 'selling', 'poin', 'mous', 'could', 'help', 'build', 'brand', '.']","['explain', 'unique', 'selling', 'poin', 'mous', 'could', 'help', 'build', 'brand']","['explain', 'unique', 'sell', 'poin', 'mous', 'could', 'help', 'build', 'brand']",explain unique selling poin mous could help build brand
168,Question paper - AS Paper 1 - June 2023.pdf,6,Assess the importance of two elemen ts of the design mix to the success of Mous’ iPhone cases.,8,marketing mix and strategy,94,"['Assess', 'the', 'importance', 'of', 'two', 'elemen', 'ts', 'of', 'the', 'design', 'mix', 'to', 'the', 'success', 'of', 'Mous’', 'iPhone', 'cases.']",assess importance two elemen ts design mix success mous’ iphone cases.,70,2023,0,"['assess', 'importance', 'two', 'elemen', 'ts', 'design', 'mix', 'success', 'mous', '’', 'iphone', 'cases', '.']","['assess', 'importance', 'two', 'elemen', 'ts', 'design', 'mix', 'success', 'mous', 'iphone', 'cases']","['assess', 'importance', 'two', 'elemen', 't', 'design', 'mix', 'success', 'mous', 'iphone', 'case']",assess importance two elemen ts design mix success mous iphone cases
169,Question paper - AS Paper 1 - June 2023.pdf,8,Assess how important retail stores are to Mous for increasing the sales of its products.,10,meeting customer needs,88,"['Assess', 'how', 'important', 'retail', 'stores', 'are', 'to', 'Mous', 'for', 'increasing', 'the', 'sales', 'of', 'its', 'products.']",assess important retail stores mous increasing sales products.,62,2023,0,"['assess', 'important', 'retail', 'stores', 'mous', 'increasing', 'sales', 'products', '.']","['assess', 'important', 'retail', 'stores', 'mous', 'increasing', 'sales', 'products']","['assess', 'important', 'retail', 'store', 'mous', 'increase', 'sale', 'product']",assess important retail stores mous increasing sales products
170,Question paper - AS Paper 1 - June 2023.pdf,11,What is meant by promotion?,2,managing people,27,"['What', 'is', 'meant', 'by', 'promotion?']",what meant promotion?,21,2023,1,"['what', 'meant', 'promotion', '?']","['what', 'meant', 'promotion']","['what', 'mean', 'promotion']",what meant promotion
171,Question paper - AS Paper 1 - June 2023.pdf,11,What is meant by competitor?,2,meeting customer needs,28,"['What', 'is', 'meant', 'by', 'competitor?']",what meant competitor?,22,2023,1,"['what', 'meant', 'competitor', '?']","['what', 'meant', 'competitor']","['what', 'mean', 'competitor']",what meant competitor
172,Question paper - AS Paper 1 - June 2023.pdf,12,Explain how social trends have affected Bulb’s choice of promotion.,4,marketing mix and strategy,67,"['Explain', 'how', 'social', 'trends', 'have', 'affected', 'Bulb’s', 'choice', 'of', 'promotion.']",explain social trends affected bulb’s choice promotion.,55,2023,0,"['explain', 'social', 'trends', 'affected', 'bulb', '’', 's', 'choice', 'promotion', '.']","['explain', 'social', 'trends', 'affected', 'bulb', 's', 'choice', 'promotion']","['explain', 'social', 'trend', 'affect', 'bulb', 's', 'choice', 'promotion']",explain social trends affected bulb s choice promotion
173,Question paper - AS Paper 1 - June 2023.pdf,13,"Using the data from Extract B, calculate the market share, to 2 decimal places, for Bulb in 2019. You are advised to show your working.",4,meeting customer needs,135,"['Using', 'the', 'data', 'from', 'Extract', 'B,', 'calculate', 'the', 'market', 'share,', 'to', '2', 'decimal', 'places,', 'for', 'Bulb', 'in', '2019.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract b, calculate market share, 2 decimal places, bulb 2019. you advised show working.",100,2023,0,"['using', 'data', 'extract', 'b', ',', 'calculate', 'market', 'share', ',', '2', 'decimal', 'places', ',', 'bulb', '2019.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'b', 'calculate', 'market', 'share', '2', 'decimal', 'places', 'bulb', '2019.', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'b', 'calculate', 'market', 'share', '2', 'decimal', 'place', 'bulb', '2019.', 'you', 'advise', 'show', 'work']",using data extract b calculate market share 2 decimal places bulb 2019. you advised show working
174,Question paper - AS Paper 1 - June 2023.pdf,14,Assess two methods Bulb uses to increase customer loyalty.,8,marketing mix and strategy,58,"['Assess', 'two', 'methods', 'Bulb', 'uses', 'to', 'increase', 'customer', 'loyalty.']",assess two methods bulb uses increase customer loyalty.,55,2023,0,"['assess', 'two', 'methods', 'bulb', 'uses', 'increase', 'customer', 'loyalty', '.']","['assess', 'two', 'methods', 'bulb', 'uses', 'increase', 'customer', 'loyalty']","['assess', 'two', 'method', 'bulb', 'us', 'increase', 'customer', 'loyalty']",assess two methods bulb uses increase customer loyalty
176,Question paper - Unit 1 (WBS11) - June 2021.pdf,2,Define the term ‘demand’ .,2,the market,26,"['Define', 'the', 'term', '‘demand’', '.']",define term ‘demand’ .,22,2021,0,"['define', 'term', '‘', 'demand', '’', '.']","['define', 'term', 'demand']","['define', 'term', 'demand']",define term demand
177,Question paper - Unit 1 (WBS11) - June 2021.pdf,2,"Using this data and Extract B, calculate, to two decimal places, the total percentage market share of the top three chocolate manufacturers. You are advised to show your working.",4,meeting customer needs,178,"['Using', 'this', 'data', 'and', 'Extract', 'B,', 'calculate,', 'to', 'two', 'decimal', 'places,', 'the', 'total', 'percentage', 'market', 'share', 'of', 'the', 'top', 'three', 'chocolate', 'manufacturers.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data extract b, calculate, two decimal places, total percentage market share top three chocolate manufacturers. you advised show working.",143,2021,0,"['using', 'data', 'extract', 'b', ',', 'calculate', ',', 'two', 'decimal', 'places', ',', 'total', 'percentage', 'market', 'share', 'top', 'three', 'chocolate', 'manufacturers', '.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'extract', 'b', 'calculate', 'two', 'decimal', 'places', 'total', 'percentage', 'market', 'share', 'top', 'three', 'chocolate', 'manufacturers', 'you', 'advised', 'show', 'working']","['use', 'data', 'extract', 'b', 'calculate', 'two', 'decimal', 'place', 'total', 'percentage', 'market', 'share', 'top', 'three', 'chocolate', 'manufacturer', 'you', 'advise', 'show', 'work']",using data extract b calculate two decimal places total percentage market share top three chocolate manufacturers you advised show working
178,Question paper - Unit 1 (WBS11) - June 2021.pdf,3,Analyse two factors that are likely to determine the pricing strategy used by chocolate manufacturers.,6,marketing mix and strategy,102,"['Analyse', 'two', 'factors', 'that', 'are', 'likely', 'to', 'determine', 'the', 'pricing', 'strategy', 'used', 'by', 'chocolate', 'manufacturers.']",analyse two factors likely determine pricing strategy used chocolate manufacturers.,83,2021,0,"['analyse', 'two', 'factors', 'likely', 'determine', 'pricing', 'strategy', 'used', 'chocolate', 'manufacturers', '.']","['analyse', 'two', 'factors', 'likely', 'determine', 'pricing', 'strategy', 'used', 'chocolate', 'manufacturers']","['analyse', 'two', 'factor', 'likely', 'determine', 'price', 'strategy', 'use', 'chocolate', 'manufacturer']",analyse two factors likely determine pricing strategy used chocolate manufacturers
179,Question paper - Unit 1 (WBS11) - June 2021.pdf,4,Discuss the benefits to a business such as Ferrero of motivating its employees.,8,managing people,79,"['Discuss', 'the', 'benefits', 'to', 'a', 'business', 'such', 'as', 'Ferrero', 'of', 'motivating', 'its', 'employees.']",discuss benefits business ferrero motivating employees.,55,2021,0,"['discuss', 'benefits', 'business', 'ferrero', 'motivating', 'employees', '.']","['discuss', 'benefits', 'business', 'ferrero', 'motivating', 'employees']","['discus', 'benefit', 'business', 'ferrero', 'motivate', 'employee']",discuss benefits business ferrero motivating employees
180,Question paper - Unit 1 (WBS11) - June 2021.pdf,5,Assess the advantages of market segmentation to a business in the chocolate market.,10,meeting customer needs,83,"['Assess', 'the', 'advantages', 'of', 'market', 'segmentation', 'to', 'a', 'business', 'in', 'the', 'chocolate', 'market.']",assess advantages market segmentation business chocolate market.,64,2021,0,"['assess', 'advantages', 'market', 'segmentation', 'business', 'chocolate', 'market', '.']","['assess', 'advantages', 'market', 'segmentation', 'business', 'chocolate', 'market']","['assess', 'advantage', 'market', 'segmentation', 'business', 'chocolate', 'market']",assess advantages market segmentation business chocolate market
181,Question paper - Unit 1 (WBS11) - June 2021.pdf,7,Define the term ‘customer loyalty’ . ,2,meeting customer needs,37,"['Define', 'the', 'term', '‘customer', 'loyalty’', '.']",define term ‘customer loyalty’ .,32,2021,0,"['define', 'term', '‘', 'customer', 'loyalty', '’', '.']","['define', 'term', 'customer', 'loyalty']","['define', 'term', 'customer', 'loyalty']",define term customer loyalty
